meeting_date,youtube_video_id,speaker_label,name,text,start_ms,sequence
2024-03-18,PPGHwBeYHiw,H,"Unknown (H)","So I'll sit down.",1608740,2
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)","Okay. And then I'll call you back up. Okay. Not seen any public comment on the consent agenda. I request a motion, please.",1609540,23
2024-03-18,PPGHwBeYHiw,F,"Unknown (F)","I'll make a motion to approve the consent agenda.",1616580,2
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)","Second moved and seconded. Roll call, please. Councilmember Bushy?",1620160,24
2024-03-18,PPGHwBeYHiw,B,"Unknown (B)",Aye.,1623440,11
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)","Vice Mayor Hill.",1623920,25
2024-03-18,PPGHwBeYHiw,E,"Unknown (E)",Aye.,1624800,2
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)","Council member Kurtz.",1625360,26
2024-03-18,PPGHwBeYHiw,B,"Unknown (B)",Aye.,1626360,12
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)","Council member Yadams Galadi.",1626960,27
2024-03-18,PPGHwBeYHiw,B,"Unknown (B)",Aye.,1628520,13
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)","Mayor Kate. Aye. That motion carries.5,0. Now, we have a special presentation of Louise Boyd and I'm thrilled that Ms. Leover would like to make public comment. So we take public comment prior to the presentation. So come on up.",1628840,28
2024-03-18,PPGHwBeYHiw,H,"Unknown (H)","So I am here on behalf of San Rafael Heritage, the city's only historic preservation organization. And I'm speaking on behalf of Leslie Simon Simons, their president. The mayor will read all about Louise Boyd you in just a second. But I wanted to. I just wanted to add something that isn't really spelled out in the proclamation, nor is it in the Wikipedia article about Louise Boyd. And I was very interested about this. In the Wikipedia article, they refer to her secret work for the government. So it turns out that, as you know, she was a great explorer and aviator and all that stuff. She, During World War II, she was the only person, aside from the Germans, who knew about the radio waves over the North Atlantic. And she served. And she served, used her own money to help break. To help break the Nazi code. And because of Louise Boyd. This is per what Leslie Simons told me. Because of Louise Boyd, the United States Navy was able to, in effect, bomb German ships. And so in the Wikipedia article, they just referred to her secret work. So she was part of us winning the war.",1645690,3
2024-03-18,PPGHwBeYHiw,B,"Unknown (B)",And.,1729800,14
2024-03-18,PPGHwBeYHiw,H,"Unknown (H)","And that is the reason, according to Leslie, why she died penniless. She was never paid for this work. And so we celebrate not only her courage, her bravery, but also her expertise and the fact that I think she needs to be raised just a little bit higher. She was not just an explorer and, you know, an unusual woman for her time. She also was someone who helped us win the war. Thank you very much.",1730390,4
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)","Thank you. Appreciate that additional information. Anyone else like to comment on Louise board before I read the proclamation? No, this is on the proclamation around Louise Boyd. Okay, I'm going to go ahead and read it and add in a few more details from what Amy already talked about. Louise Boyd is an inter. Louise Boyd, an internationally known explorer, geographer and photographer from San Rafael who independently chartered seven expeditions to the Arctic between 1929 and 1941 to document polar landscapes and scientific research. And she is credited for her groundbreaking work in photogrammetry. Photogrammetry and her research of radio wave transmission in Arctic regions, among other invaluable contributions that aided the United States government during World War II. I think that's what Amy was referring to. And whereas Louise Boyd received the prestigious American Geographical Society's Cullum Gold Medal, just one of the many awards and accolades received by her throughout her remarkable life. And she was the first woman to reach the remote eastern fjords of Greenland, and in 1955, the first woman to fly in an airplane over the North Pole. And whereas throughout her life, Louise Boyd embodied two distinct persons, that of a seafaring adventurer, a society lady, and a philanthropist. And whereas the gate house, now home to the Marin History Museum, which, as the city manager said, there will be a. Or there is an exhibit about her. You have images up there. That's fantastic. Stands as a testament to the rich history of the Boyd family in San Rafael, as well as Maple Lawn, where the San Rafael Elks Lodge is currently located. And whereas many of Louise Boyd's most treasured possessions, including photographs, scrapbooks, journals and letters, were generously donated to the Marin History Museum upon her passing in 1972, therefore, I can't call. On behalf of the council and the city, do hereby proclaim that we honor and celebrate the life, achievement and enduring legacy of Louise Boyd, whose indomitable spirit and pioneering endeavors continue to inspire generations to come. Pretty darn cool. So, everyone check out the exhibit. We'll get the Wikipedia page to be a little bit fuller. So thank you. We've already taken public comment on this item, so I'll roll right along to the public hearing, which is the clarification of objective design standards. And I will see Director Hinkle is here.",1757130,29
2024-03-18,PPGHwBeYHiw,A,"Unknown (A)","Good evening, Mayor, council members, economic and community and economic Development Director Micah Hinkle. Tonight I'm just going to give you a quick overview and I'll turn over to our consulting team, Charity Wagner and Laura Simpson. Should there be specific questions on this? This one here really is. Is how it's called out as a clarification of objective design standards contain. The staff report is really kind of a response for the city for the state housing crisis and the applicable laws focused on housing productions. This is an item that the. The city staff have been working on since 2019 with the planning commission and design review board. We've had multiple discussions on this, trying to resolve, modifying or clarifying our somewhat subjective standards, what we have within our ordinances, and then really trying to line up objective standards which would be applicable to housing developments. Really, when we look at this, it's really about tools. You know, this is tools to support staff and design professionals on city design requirements. And with that, I'm going to turn over to charity.",1932220,1
2024-03-18,PPGHwBeYHiw,C,"Unknown (C)","Thank you, Micah. Good evening, Mayor Colin. Vice Mayor Hill. I am Charity Wagner. Thanks for the nice introduction, Micah. I am doing some consulting work with city staff. One of my tasks is to help get this, this item through to the finish line, or an intermediate finish line, if you will. So the. My presentation is quite short, but I think it should provide a little first to start a little context and background on why we're here. And then I'll do a brief overview on what the objective design standards are intending to achieve. And then we'll conclude with the recommendation. So with that, the context and background, as Micah Mentioned state law the last five or six years is no secret, has attempted to accelerate housing quite a bit. One of the key, key pieces of this legislation is to allow cities and communities to apply objective design standards to projects and only objective ones. Objective standards are just that. They apply clear objective, quantifiable standards. This is a. It's a bit of a departure from cities in California. Citywide it was very common for cities policies and documents and standards to be more subjective. It's been a planning practice for the last couple decades. So we're taking a turn. The city's policy documents do have many of subjective standards currently. So the goal of what you're looking at tonight is to help build upon those with more objectivity so that staff has the ability to apply the sorts of things to these to future projects. So that's the intent tonight. Just to clarify existing policies and standards to make sure that staff has the tools that they need in order to review projects. The objective design standards that are for discussion tonight are in four parts. There's a building and architecture, site planning, layout, open space, landscape and lighting. These won't be used on their own. When planners in city are reviewing projects they'll be reviewed together with the city's current zoning code which is full of objective standards like building height and far and lot coverage. Also there's exist two documents for existing design guidelines. We'll use those to the extent that we can with their objective modeling standards. And now we're going to add these objective design standards also. So it'll be a companion document to current standards. Something. I'm not going to detail each individual standard in the packet but I will say building design and architecture discusses things like materials and colors. Really requires things like plane break so you don't look at long flat walls. Says things like no iridescent paint is allowed, no reflective materials. The site planning and layout requires new construction to consider window placement when you're building something next to an existing structure so you're not staring directly into somebody else's existing house. Some standards like that are included in that section. Open space and landscape is an important one for us. Requires a minimum open space standard for all new housing units. Right now a project. Some zoning does have that already and that that's great. Some zones like a res commercial zone or mixed use zone might not have. So now we can apply those as well to mixed use projects. And then lastly lighting we have the standards have requirements to provide a photometric plan and to make sure that you're not spilling light out onto adjacent parcels. And then the. Micah had said too that this is a kind of a bridge document for us. In the staff report we discussed too that the 2040 implementation items from the general plan require a zoning code update. So standards like this will be more folded in and review and approval tonight will allow time for staff to work with these two, with the development community and kind of like finesse and work through these so that when we come back with the zoning update, then we have had the opportunity, hopefully applications come in to utilize these and make them the best as we move forward. So with that, staff recommends that the council connect your hearing and adopt the resolution approving the objective design standards for certain residential development projects. Myself, Micah and and Laura Simpson are all here too, if you have any questions.",2000420,6
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)","Thank you. And there is obviously more information in the packet. And let me just start out by saying so we're, it's, it's Planning commission has heard it. We are having the conversation tonight, but it will come back as part of an when the ordinances are passed. So if there's anything that is raised, maybe in tonight's discussion that the community might bring up after there's an ability for the community still to weigh in. Is that correct?",2251440,30
2024-03-18,PPGHwBeYHiw,A,"Unknown (A)","That is correct. And really we're looking at this as an evaluation period. You know, the commitment we're looking for this is within the next 12 months. Planning Commission is specifically asset return. Really just outlining how did these do what, you know, what are the things we need to do. Maybe it's not 50ft, but 46ft. You know, really go to the details of how the objective design standards are working. And also do we as we're evaluating applications that are coming forward now are these adjustments we need to make to these to make sure they're clear, clear direction moving forward. So there'll be an opportunity to read these as it goes. Does charity mention to ordinance adjustments?",2277070,2
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)","Okay, I just wanted to set that because it's, it's a big document and, and it's a meeting document. But knowing the community might have additional comments. So I'll go with questions. Vice Mayor, let's start with you.",2310680,31
2024-03-18,PPGHwBeYHiw,E,"Unknown (E)","Thank you, Mayor Kate, and thank you for the presentation.",2322040,3
2024-03-18,PPGHwBeYHiw,I,"Unknown (I)",Charity.,2324620,0
2024-03-18,PPGHwBeYHiw,E,"Unknown (E)","Just to go back to Mayor Kate's clarification. So coming out of tonight, if it should be this resolution should be adopted, nothing would officially go into place or the developer community would be subject to objective design standards coming out of this meeting.",2325820,4
2024-03-18,PPGHwBeYHiw,A,"Unknown (A)","So the developer would be subject to the resolution that calls out these specific outlines or clarifications. We had Them addressed in some of the draft or inside of our existing regulations. But they weren't really specific.",2341420,3
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)","They're.",2353700,32
2024-03-18,PPGHwBeYHiw,A,"Unknown (A)","Subjective, so. But in these added pieces, for clarity, this is what we're looking to address. And they'll be added as part of the resolution. That's before you got it.",2355890,4
2024-03-18,PPGHwBeYHiw,E,"Unknown (E)","So they don't have to go into the zoning ordinance in order for it to become effective after tonight. If we were to adopt it. Okay, thank you. Can you share what the process looks like? If a project deviates from the objective design standards, what is the process for either allowing a variance or remediation? How does that work?",2365010,5
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)",Certainly.,2389120,33
2024-03-18,PPGHwBeYHiw,C,"Unknown (C)","So, Vice Mayor Hill, when a. If a project comes forward and it is unable to address the objectives design standard, perhaps they can't meet the open space requirement for whatever reason, they have an opportunity to request a waiver or modification variance of that item as part of the package for approval. The project doesn't warrant public hearing. If it's just a byright project, then they could make that request. Depending on the level of change, would go either through director's review, planning commission, or if it's part of a larger project that does require discretion, it gets packaged together and brought to those hearing boards. So these, these standards are the same as the zoning code standard that would go through the same process as existing standards.",2390560,7
2024-03-18,PPGHwBeYHiw,E,"Unknown (E)","Thank you.",2431650,6
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)","Thank you, Council member Bushy.",2433810,34
2024-03-18,PPGHwBeYHiw,B,"Unknown (B)","Council member, I have two questions. One's about what's in the rules and one is about what's not. So starting with what's in the rule, it says that the main color shall have a light reflective value of between 20% and 80%. What does that mean?",2435690,15
2024-03-18,PPGHwBeYHiw,C,"Unknown (C)","That's a great question. I appreciate your level of review. It means that it's not overly bright. We're trying to keep the reflectivity and the light value to not be shockingly loud. So a, a developer or a building applicant would have to demonstrate that the selection of the color is within that light criteria as part of their application package.",2453660,8
2024-03-18,PPGHwBeYHiw,B,"Unknown (B)","So can a bold fuchsia color meet this requirement?",2473860,16
2024-03-18,PPGHwBeYHiw,C,"Unknown (C)",No.,2479860,9
2024-03-18,PPGHwBeYHiw,B,"Unknown (B)","Okay, so. But a mauve color put.",2480740,17
2024-03-18,PPGHwBeYHiw,C,"Unknown (C)","I think. I feel like that's the intent. I don't know that I could qualify like a pantone wave. But yes, you're on the right track.",2484980,10
2024-03-18,PPGHwBeYHiw,B,"Unknown (B)","Okay. So it's a sort of a level of intensity, correct?",2490500,18
2024-03-18,PPGHwBeYHiw,C,"Unknown (C)",Yeah.,2494120,11
2024-03-18,PPGHwBeYHiw,B,"Unknown (B)","Going forward.",2494520,19
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)",Yeah.,2495160,35
2024-03-18,PPGHwBeYHiw,C,"Unknown (C)","So that, that standard comes out of standards that say things like use earth tone color. We're trying to give a very objective definition to what that actually means. So yes, that would be within that range.",2495520,12
2024-03-18,PPGHwBeYHiw,B,"Unknown (B)","And so how does one measure light reflective value of a color.",2506120,20
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)","There adopted standards.",2512920,36
2024-03-18,PPGHwBeYHiw,A,"Unknown (A)","Well, it's also part of the paint manufacturing, you know, specifications that tie into it. But then also having a design review board member who has a specialty in color selection does kind of help drive some of these comments coming in that have been been proposed to us tonight. But it is an actual standard base of the manufacturing content of the paint itself, reflectivity value. So we have that as a guidance document to the applicants who are like, I'd like to do it this color. Well, they would give us the specifications of that falling within these objective standards.",2515320,5
2024-03-18,PPGHwBeYHiw,B,"Unknown (B)","So you can go to the paint store and say, give me something between 20 and 80%.",2546670,21
2024-03-18,PPGHwBeYHiw,A,"Unknown (A)","That's correct.",2550090,6
2024-03-18,PPGHwBeYHiw,I,"Unknown (I)",Okay.,2551050,1
2024-03-18,PPGHwBeYHiw,A,"Unknown (A)","Of that color type. Because there also might be other color types that would meet that standard also.",2551450,7
2024-03-18,PPGHwBeYHiw,B,"Unknown (B)","Okay. So we're not getting into colors, but we're getting into sort of intensities. Okay. Right. Great. Okay. Now to move on to what's not in the. In the rules in which I think it. I think the point is to take it out on. But what about beauty and architecture, the textural achievement? How do we. How do we keep the good part of that but not use that as an excuse to impede everything? And I think as a specific thought, I know these are standards, but could we have guidelines? Like, we'd also like the building to be beautiful, not a binding thing, but something that. A reach goal for them.",2555130,22
2024-03-18,PPGHwBeYHiw,A,"Unknown (A)","Definitely. And I think that's really some of the opportunity that we as a city and staff have to work with our development community about just general expectations. What I found when we work with the developers is you can outline certain issues, criteria, things we'd like to meet as goals, and they're going to do their best to try to meet them. But there will be some moments where this is where sometimes the subjective issues come into play, like, well, I understand the goal, but I can't really meet that. How can you help me do that? But I think it's that partnership. And that's why looking for this clarification document kind of helps us at least start a starting position of like, these are where we're at now as we look at your project and evaluate it over time. Let's work in into meet, you know, the overall goal of a high quality project that's thrown across our general plan, our zoning ordinance, our design guidelines. Let's start with a quality project and work from there. The intent, though, is not to reduce unit count or other things that would limit them. And still within our zoning allowances so really trying to focus on that, but then working with the development community on.",2606160,8
2024-03-18,PPGHwBeYHiw,B,"Unknown (B)","The upfront, that's a great. Maybe we could go into the general plan and pick out some of those policies that address the beauty idea and capture that and include that in there. Because to be honest, reading these are not inspiring, but they're not supposed to be. They're supposed to be mundane and very specific. So if we can figure out a way to bring in those other standards, that would be great. Thank you.",2666430,23
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)","Thank you. Council Member Uren G. Yes, thank you.",2695860,37
2024-03-18,PPGHwBeYHiw,F,"Unknown (F)","So thank you so much for the presentation. And my, my question was a little bit related. Like some of our neighborhoods are, you know, different cultural values. So I guess the question that I had it was not about color intensity, but it was around coloring. You know, if there is like a particular neighborhood that dec that they are going to be very colorful, like think Puerto Rico, I don't know. So I just wanted to make sure that this doesn't preclude from something like that or will that be like an.",2699940,3
2024-03-18,PPGHwBeYHiw,D,"Unknown (D)","Exception to the rule?",2727720,38
2024-03-18,PPGHwBeYHiw,A,"Unknown (A)","I think it'd be the opportunity of the exception evaluation. These are really set objective standards. But if you, as to Vice Mayor Hill's question, there are other ways to address these or ask for approval of ones that do not meet the standards. And we've actually seen a few projects come in with that request. If you remember 15, 15 had that same kind of request for they didn't meet certain requirements and they outlined why and what they're willing to do.",2730480,9
